Pos X,Pos Y,Pos Z,Rot X,Rot Y,Rot Z,Rot W
-0.7227402925491333,-0.612284779548645,0.01629461534321308,-0.8234080672264099,-0.48890450596809387,0.04722369462251663,-0.2841508984565735
-0.722602903842926,-0.6122217178344727,0.016297930851578712,-0.8232324719429016,-0.4893949031829834,0.04703979194164276,-0.28384527564048767
-0.7226482629776001,-0.612247109413147,0.01632808707654476,-0.8232473731040955,-0.48928213119506836,0.04731560871005058,-0.2839511036872864
-0.7225029468536377,-0.6121898889541626,0.016339872032403946,-0.8230884671211243,-0.4896629750728607,0.04708518832921982,-0.28379344940185547
-0.7225625514984131,-0.6122305393218994,0.01637490838766098,-0.8231711983680725,-0.4893714487552643,0.047477975487709045,-0.2839908003807068
-0.7223578691482544,-0.6122118830680847,0.01650865003466606,-0.8230092525482178,-0.48968756198883057,0.0470118410885334,-0.2839924991130829
-0.7224584221839905,-0.6122000813484192,0.016524696722626686,-0.8229902386665344,-0.48952046036720276,0.047141943126916885,-0.28431397676467896
-0.7222422957420349,-0.6122504472732544,0.016559399664402008,-0.822927713394165,-0.4897620677947998,0.04705023393034935,-0.2840938866138458
-0.7223132252693176,-0.6123164296150208,0.016673894599080086,-0.8230732083320618,-0.48929107189178467,0.04696943610906601,-0.2844971716403961
-0.7221688032150269,-0.6122926473617554,0.016613541170954704,-0.8229147791862488,-0.4898303747177124,0.047034718096256256,-0.2840164601802826
-0.7220938205718994,-0.6122950911521912,0.01665467582643032,-0.8228291869163513,-0.48990508913993835,0.04723501205444336,-0.2841022312641144
-0.7220938205718994,-0.6122950911521912,0.01665467582643032,-0.8228291869163513,-0.48990508913993835,0.04723501205444336,-0.2841022312641144
-0.7221461534500122,-0.6123660802841187,0.016741575673222542,-0.8229632377624512,-0.4894862473011017,0.04729883372783661,-0.2844252586364746
-0.7219917178153992,-0.612306535243988,0.016668671742081642,-0.8227238655090332,-0.490191251039505,0.04724870249629021,-0.2839110195636749
-0.7219352722167969,-0.612315833568573,0.016695132479071617,-0.8226837515830994,-0.49029162526130676,0.047231275588274,-0.2838573157787323
-0.7218957543373108,-0.6123138070106506,0.016707729548215866,-0.8226370215415955,-0.4903908371925354,0.047316230833530426,-0.28380709886550903
-0.7218425869941711,-0.6123217940330505,0.016728101298213005,-0.8225746750831604,-0.4904846251010895,0.0473826602101326,-0.28381475806236267
-0.721802830696106,-0.6123270392417908,0.016743246465921402,-0.8226013779640198,-0.4905080497264862,0.0472695529460907,-0.28371578454971313
-0.7217428684234619,-0.6123719811439514,0.01675356552004814,-0.8225671648979187,-0.49053698778152466,0.04740314930677414,-0.28374263644218445
-0.721653163433075,-0.6124827265739441,0.0167231522500515,-0.8228734731674194,-0.49061739444732666,0.04711869731545448,-0.282760888338089
-0.721625030040741,-0.6124916076660156,0.01673278585076332,-0.8228734731674194,-0.4906448423862457,0.04720957577228546,-0.28269821405410767
-0.7215807437896729,-0.6125102043151855,0.016743691638112068,-0.8228476643562317,-0.49066296219825745,0.04724401980638504,-0.2827358841896057
-0.7215256094932556,-0.6125110387802124,0.016805928200483322,-0.8226961493492126,-0.49080124497413635,0.04729113727807999,-0.2829291522502899
-0.7214910984039307,-0.6125085949897766,0.016816120594739914,-0.8226531147956848,-0.49087196588516235,0.04728049784898758,-0.28293320536613464
-0.7214457988739014,-0.6125308275222778,0.0168264489620924,-0.8226181268692017,-0.4908706843852997,0.04737362265586853,-0.28302139043807983
-0.721413791179657,-0.6125404238700867,0.01683584600687027,-0.8225795030593872,-0.4909572899341583,0.04735959321260452,-0.28298619389533997
-0.7213773131370544,-0.6125460863113403,0.016831770539283752,-0.8225331902503967,-0.4910007119178772,0.047493092715740204,-0.28302282094955444
-0.7214404940605164,-0.6126888990402222,0.01693505235016346,-0.8228319883346558,-0.49013376235961914,0.04776768386363983,-0.28361034393310547
-0.7214102745056152,-0.6127021908760071,0.016956163570284843,-0.822830855846405,-0.49006474018096924,0.04775555431842804,-0.2837347388267517
-0.7213543653488159,-0.6126863360404968,0.016976984217762947,-0.8227477073669434,-0.4902142882347107,0.047760263085365295,-0.2837168276309967
-0.7213326096534729,-0.6127053499221802,0.016988445073366165,-0.8228332996368408,-0.49008306860923767,0.04790719226002693,-0.28367045521736145
-0.7209079265594482,-0.6125174760818481,0.017990166321396828,-0.8217359185218811,-0.48970067501068115,0.041067179292440414,-0.28854265809059143
-0.7212459444999695,-0.6127312183380127,0.017004314810037613,-0.8228729367256165,-0.4900379180908203,0.04791360720992088,-0.2836322784423828
-0.7212111949920654,-0.6127259135246277,0.016997573897242546,-0.8227835893630981,-0.4901432991027832,0.04808743670582771,-0.28368011116981506
-0.721216082572937,-0.6126661896705627,0.016884129494428635,-0.8226349949836731,-0.4904926121234894,0.04837222397327423,-0.2834588587284088
-0.7211732268333435,-0.6126685738563538,0.016891835257411003,-0.8225775361061096,-0.4905058443546295,0.04843350127339363,-0.28359219431877136
-0.7211147546768188,-0.612671971321106,0.016926825046539307,-0.8225471377372742,-0.4905475676059723,0.0485069677233696,-0.2835956811904907
-0.7210557460784912,-0.6126726865768433,0.01693028211593628,-0.8224312663078308,-0.49067118763923645,0.048387836664915085,-0.28373798727989197
-0.7210090160369873,-0.6126580238342285,0.016928303986787796,-0.8223699331283569,-0.49075156450271606,0.04855109006166458,-0.28374889492988586
-0.7209503650665283,-0.6126605272293091,0.016960909590125084,-0.8223155736923218,-0.49075940251350403,0.048672229051589966,-0.28387215733528137
-0.7209176421165466,-0.6126512885093689,0.016964249312877655,-0.8222945928573608,-0.4907873570919037,0.04883851855993271,-0.2838557958602905
-0.7208676934242249,-0.6126443147659302,0.016962802037596703,-0.8222501277923584,-0.49088624119758606,0.04888766258955002,-0.28380534052848816
-0.7208105325698853,-0.6126623749732971,0.016955548897385597,-0.8221985101699829,-0.49095603823661804,0.04894775524735451,-0.28382372856140137
-0.7206112146377563,-0.6126165986061096,0.01691162958741188,-0.8220260143280029,-0.4914965033531189,0.048681892454624176,-0.2834334671497345
-0.7207331657409668,-0.6126971244812012,0.016957897692918777,-0.8221970200538635,-0.49101829528808594,0.04881858453154564,-0.28374260663986206
-0.7205368876457214,-0.6126811504364014,0.016880616545677185,-0.8220260143280029,-0.4915183484554291,0.048705801367759705,-0.28339138627052307
-0.7205004096031189,-0.6127119064331055,0.0168671403080225,-0.8220537304878235,-0.49148720502853394,0.04864592105150223,-0.28337520360946655
-0.7206562757492065,-0.6128004193305969,0.01693197898566723,-0.8222290277481079,-0.49103260040283203,0.04871179535984993,-0.2836436629295349
-0.7204595804214478,-0.6127780079841614,0.016888519749045372,-0.8220567107200623,-0.4915820062160492,0.048492610454559326,-0.2832285165786743
-0.720453143119812,-0.6127942800521851,0.01690094545483589,-0.8220269083976746,-0.49157965183258057,0.04855743423104286,-0.2833081781864166
-0.7204359769821167,-0.6128175258636475,0.016881493851542473,-0.8219843506813049,-0.491676926612854,0.04851444438099861,-0.2832701802253723
-0.7204397916793823,-0.6128274202346802,0.01688607968389988,-0.8219289183616638,-0.49168938398361206,0.048601288348436356,-0.28339439630508423
-0.72041916847229,-0.61282879114151,0.016877243295311928,-0.8219031095504761,-0.49172818660736084,0.04855809360742569,-0.2834094166755676
-0.7205798029899597,-0.6126720309257507,0.016840143129229546,-0.822982132434845,-0.4902423620223999,0.049350932240486145,-0.2827146053314209
-0.7207601070404053,-0.6127636432647705,0.01683105155825615,-0.8231232166290283,-0.48977258801460266,0.0501156784594059,-0.28298333287239075
-0.720353364944458,-0.6128501892089844,0.01680544763803482,-0.8217203617095947,-0.4920062720775604,0.04868413507938385,-0.2834348678588867
